step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
129,CASH_IN,206811.01,C1270948708,35744.0,242555.01,C1895663884,407671.79,200860.78,0
42,TRANSFER,182500.43,C1939268922,0.0,0.0,C899455803,8493869.31,8676369.74,0
139,CASH_OUT,56029.26,C719349662,0.0,0.0,C89070712,2162917.46,2218946.72,0
180,CASH_OUT,55311.79,C416460754,0.0,0.0,C732725591,381585.97,436897.76,0
162,PAYMENT,12918.14,C1999798700,1088.0,0.0,M2092891325,0.0,0.0,0
38,CASH_OUT,364968.27,C451737300,0.0,0.0,C282485419,1745106.87,2110075.15,0
277,CASH_IN,441912.35,C1326298678,9573102.8,10015015.15,C205963177,915565.34,473652.99,0
300,PAYMENT,8977.76,C1475676643,0.0,0.0,M1921227984,0.0,0.0,0
250,CASH_OUT,237496.7,C1224598462,51911.0,0.0,C795799024,0.0,237496.7,0
333,CASH_OUT,214707.68,C1436696850,0.0,0.0,C768176638,3082533.59,3297241.27,0
236,CASH_OUT,207160.83,C36274803,0.0,0.0,C275985999,489459.88,696620.72,0
236,TRANSFER,392095.74,C777561544,0.0,0.0,C171275430,1373613.47,1765709.21,0
131,PAYMENT,19796.72,C194770238,183381.86,163585.14,M333209848,0.0,0.0,0
349,CASH_IN,314440.33,C1956861842,103863.0,418303.33,C2081940500,392794.48,78354.15,0
156,PAYMENT,10390.82,C1204293910,0.0,0.0,M1656294395,0.0,0.0,0
44,CASH_OUT,270878.87,C1839634867,0.0,0.0,C1705975246,1440506.63,2031338.28,0
256,PAYMENT,4238.69,C445078713,39091.0,34852.31,M1193056050,0.0,0.0,0
235,CASH_OUT,196615.37,C1044556074,143.0,0.0,C640867565,75358.58,271973.95,0
187,CASH_OUT,94724.96,C1805096279,0.0,0.0,C508595566,472900.43,567625.39,0
93,PAYMENT,1819.74,C1690808143,14059.0,12239.26,M220940106,0.0,0.0,0
692,CASH_OUT,193172.36,C1672513183,0.0,0.0,C967598706,1280638.98,1473811.34,0
40,CASH_OUT,283534.72,C336291071,6705.0,0.0,C1738494888,0.0,283534.72,0
256,CASH_IN,2403.29,C650188359,596839.8,599243.1,C1144788830,1491835.23,1489431.93,0
44,TRANSFER,468441.54,C236471047,39759.0,0.0,C1110754574,146011.0,195861.71,0
333,TRANSFER,466699.43,C1283284721,0.0,0.0,C1087681939,5749885.58,6216585.01,0
212,CASH_OUT,10392.85,C70547384,24288.0,13895.15,C1586198130,1871089.07,1881481.92,0
192,CASH_OUT,102486.64,C1356501980,0.0,0.0,C1776860045,1352871.78,1455358.42,0
250,PAYMENT,36062.23,C594052655,131243.93,95181.7,M1472804788,0.0,0.0,0
180,TRANSFER,936651.04,C1996652390,14887.0,0.0,C610328031,229732.33,1166383.37,0
399,CASH_OUT,157214.83,C517736003,0.0,0.0,C369284896,555246.69,712461.52,0
16,CASH_IN,142050.38,C803159139,3511028.16,3653078.54,C1435322011,290123.69,148073.31,0
495,CASH_OUT,43400.22,C964626204,0.0,0.0,C1332727386,271859.08,315259.3,0
204,CASH_IN,279663.87,C333893708,10693565.92,10973229.79,C228872610,1019793.75,740129.88,0
186,TRANSFER,817911.92,C716415774,12604.0,0.0,C1937441029,495871.46,1313783.39,0
119,CASH_OUT,513536.22,C1925294287,23434.31,0.0,C2069719605,1352217.48,1865753.7,0
402,CASH_IN,141186.61,C457266107,312819.21,454005.82,C307349831,16798578.39,16657391.78,0
349,CASH_OUT,95835.06,C1784347333,80408.0,0.0,C1688891739,0.0,95835.06,0
397,CASH_IN,166952.0,C194043751,532510.31,699462.32,C656152089,3899505.76,3732553.76,0
525,CASH_IN,196071.79,C843566416,7322885.77,7518957.55,C1500868777,1083577.19,887505.4,0
43,CASH_OUT,184218.89,C990411806,11450.0,0.0,C2131069386,0.0,184218.89,0
332,PAYMENT,242.8,C1410898967,32664.66,32421.86,M1890895051,0.0,0.0,0
162,CASH_OUT,184410.59,C894927260,0.0,0.0,C657209682,197622.64,382033.22,0
225,PAYMENT,8202.07,C2087616261,0.0,0.0,M2024181799,0.0,0.0,0
642,PAYMENT,6803.7,C498250340,0.0,0.0,M1992513795,0.0,0.0,0
285,CASH_IN,198484.94,C1007952499,12606.0,211090.94,C834729679,581172.38,382687.44,0
236,PAYMENT,2947.3,C302339220,103298.74,100351.43,M291563600,0.0,0.0,0
187,CASH_IN,60344.94,C346689097,13450.0,73794.94,C1887050191,6087285.22,6026940.28,0
372,CASH_OUT,246468.99,C2061403990,20170.0,0.0,C1210395656,1055770.61,1302239.6,0
162,CASH_IN,389288.74,C1415210495,17058.0,406346.74,C144050248,0.0,0.0,0
378,CASH_OUT,267484.41,C401312789,146701.0,0.0,C1309882059,607481.32,874965.73,0
327,CASH_OUT,114542.45,C527287389,106724.0,0.0,C821683247,0.0,114542.45,0
136,CASH_IN,252100.42,C22215437,20208.0,272308.42,C1935735129,12101684.2,11849583.78,0
273,PAYMENT,7703.38,C2140542708,0.0,0.0,M1497047182,0.0,0.0,0
251,CASH_OUT,183742.82,C2110662095,0.0,0.0,C434508748,527721.65,711464.47,0
694,TRANSFER,812239.06,C1458520174,143.0,0.0,C667999488,0.0,812239.06,0
403,CASH_IN,61470.45,C1893216835,2648702.52,2710172.97,C1766215508,846299.72,784829.27,0
322,CASH_OUT,130283.61,C594713050,0.0,0.0,C1260709131,480591.55,610875.16,0
160,PAYMENT,4052.74,C532945006,0.0,0.0,M837663503,0.0,0.0,0
163,PAYMENT,15774.43,C1653583182,0.0,0.0,M1969571643,0.0,0.0,0
210,PAYMENT,4607.1,C433824508,578613.5,574006.39,M1430139610,0.0,0.0,0
305,CASH_IN,265715.75,C1023649797,229.0,265944.75,C1374305200,0.0,0.0,0
11,PAYMENT,4233.45,C298782262,3245480.88,3241247.44,M1711151374,0.0,0.0,0
257,PAYMENT,8886.06,C1670681145,43588.0,34701.94,M1762930975,0.0,0.0,0
379,CASH_OUT,251440.68,C1587852386,22709.0,0.0,C1017948833,0.0,251440.68,0
206,CASH_OUT,29467.82,C301856359,0.0,0.0,C727254034,248227.09,277694.91,0
275,CASH_OUT,65511.86,C1930022133,0.0,0.0,C264636298,1000390.37,1065902.23,0
346,CASH_OUT,143827.96,C2018398052,0.0,0.0,C216917925,1081076.11,1224904.07,0
40,CASH_IN,182743.38,C1571354624,3597520.96,3780264.34,C1531158406,1254853.21,1285179.91,0
18,CASH_OUT,116052.59,C1751976513,23330.0,0.0,C917141227,178.0,116230.59,0
514,DEBIT,5502.93,C355213367,33062.0,27559.07,C416774658,2332560.07,2338063.01,0
347,PAYMENT,6893.42,C1347309031,4805.0,0.0,M931125940,0.0,0.0,0
348,CASH_OUT,315440.13,C529490952,260401.0,0.0,C308703133,2677132.98,2992573.1,0
184,CASH_OUT,142854.73,C1160416340,0.0,0.0,C79646106,306012.19,448866.92,0
347,PAYMENT,21113.0,C799636324,135303.52,114190.51,M1210013161,0.0,0.0,0
350,PAYMENT,4283.5,C1970748246,4085.43,0.0,M171509854,0.0,0.0,0
258,CASH_OUT,167418.06,C191486751,0.0,0.0,C243325822,30851152.29,31018570.35,0
330,PAYMENT,3630.14,C693195581,51261.0,47630.86,M712919665,0.0,0.0,0
37,CASH_IN,23133.61,C1646968683,2402285.01,2425418.62,C25692977,585784.61,562651.0,0
540,PAYMENT,13485.16,C1050870652,0.0,0.0,M1431694701,0.0,0.0,0
370,PAYMENT,14603.36,C238034251,18727.68,4124.32,M893067320,0.0,0.0,0
161,PAYMENT,13693.7,C1228855939,0.0,0.0,M997948602,0.0,0.0,0
400,CASH_IN,167768.35,C439436844,55173.0,222941.35,C1171559137,55293688.39,55125920.05,0
227,PAYMENT,55865.53,C2040283096,2092.0,0.0,M2073972533,0.0,0.0,0
156,CASH_OUT,107999.3,C378557202,12210.0,0.0,C1874808694,1012957.79,1120957.09,0
298,CASH_IN,238181.28,C1232367632,43479.0,281660.28,C1404991210,81383.63,0.0,0
24,CASH_IN,237009.57,C6595329,9982.0,246991.57,C1358227492,766390.43,529380.87,0
384,CASH_OUT,263977.88,C612173998,0.0,0.0,C1621365985,827861.29,1091839.16,0
297,TRANSFER,97913.27,C804144290,0.0,0.0,C1413931484,6798435.56,6715591.73,0
37,CASH_IN,213857.86,C2015824476,53567.0,267424.86,C1744864622,544703.74,330845.89,0
154,CASH_OUT,34325.46,C550889111,21021.0,0.0,C408333296,292629.51,326954.97,0
204,CASH_OUT,155905.05,C1939249122,12307.0,0.0,C1848732367,2266812.14,2422717.19,0
160,CASH_OUT,12257.26,C1086626593,0.0,0.0,C771583841,226000.31,238257.57,0
156,TRANSFER,146342.06,C1671042215,15257.0,0.0,C1565653782,5089.25,151431.32,0
330,TRANSFER,1001557.66,C949350175,0.0,0.0,C1322886782,2033359.76,3034917.42,0
41,PAYMENT,16229.75,C1892947862,85687.0,69457.25,M204743266,0.0,0.0,0
550,PAYMENT,328.87,C583306296,57377.0,57048.13,M132683360,0.0,0.0,0
210,CASH_IN,17625.95,C340528015,3658794.22,3676420.17,C1160502243,243245.79,225619.84,0
178,CASH_OUT,106893.09,C1330759104,0.0,0.0,C262877020,13231306.13,13338199.21,0
448,CASH_IN,85934.87,C1468120944,40494.0,126428.87,C575638719,0.0,0.0,0
188,CASH_OUT,122388.96,C365058538,20552.0,0.0,C256709103,20374459.42,20496848.37,0
276,CASH_OUT,194702.75,C1375925112,0.0,0.0,C1463934795,438662.47,633365.22,0
37,CASH_IN,451918.31,C2092426828,5038.0,456956.31,C636996098,26095.17,0.0,0
181,CASH_IN,174861.99,C1616510540,2377044.44,2551906.43,C185707071,268350.83,93488.84,0
135,CASH_OUT,257692.5,C92994595,24411.0,0.0,C1256624426,441544.31,699236.81,0
183,PAYMENT,4006.88,C7723356,53317.0,49310.12,M1381256933,0.0,0.0,0
262,PAYMENT,3591.13,C871064448,6010.0,2418.87,M1143195435,0.0,0.0,0
137,PAYMENT,521.37,C203378011,0.0,0.0,M42773300,0.0,0.0,0
297,CASH_OUT,75255.79,C1495436699,153332.79,78077.0,C756290246,1353354.32,1428610.11,0
522,CASH_OUT,15361.06,C2096008298,87519.81,72158.75,C1741539833,2158073.71,2173434.76,0
43,CASH_OUT,248172.59,C1195662551,1076.0,0.0,C754634428,0.0,248172.59,0
137,CASH_OUT,341014.11,C998965816,64588.0,0.0,C1615438,287464.15,628478.26,0
331,CASH_IN,164158.27,C1917346223,5608063.31,5772221.58,C467311030,9259774.89,9095616.62,0
36,CASH_IN,323179.63,C724095355,23325.0,346504.63,C1292728332,0.0,0.0,0
300,CASH_OUT,91971.22,C1310981127,0.0,0.0,C1160715029,239549.55,331520.77,0
204,CASH_OUT,181008.38,C380109668,0.0,0.0,C1945053532,2055173.22,2236181.6,0
207,CASH_OUT,374987.8,C44670121,238717.0,0.0,C1006005732,407856.76,686004.38,0
492,CASH_OUT,651.65,C1547923139,41308.0,40656.35,C1517937946,369924.02,370575.67,0
43,PAYMENT,3993.63,C1922019811,0.0,0.0,M723557321,0.0,0.0,0
378,CASH_IN,138048.03,C373412969,431680.47,569728.5,C721857494,169983.86,31935.83,0
19,TRANSFER,675502.75,C1838700,0.0,0.0,C261408712,2609907.99,3285410.74,0
348,CASH_OUT,78589.37,C1574885504,576.0,0.0,C801677245,3562639.43,3641228.8,0
178,CASH_OUT,147843.59,C190265566,201.0,0.0,C752653449,97840.75,245684.34,0
166,PAYMENT,7740.3,C1379939178,197199.0,189458.7,M397358862,0.0,0.0,0
400,CASH_OUT,322100.47,C773070000,167489.0,0.0,C42980817,1105246.03,1427346.5,0
235,CASH_IN,184851.52,C706299252,483808.0,668659.52,C408837745,0.0,0.0,0
282,CASH_IN,138212.44,C1320327790,11806.0,150018.44,C39280649,0.0,0.0,0
40,CASH_IN,76104.53,C43719559,5198114.7,5274219.23,C898395378,1130048.94,1053944.41,0
187,PAYMENT,11060.45,C1781554035,0.0,0.0,M1394308161,0.0,0.0,0
186,PAYMENT,51391.64,C1052744009,52789.0,1397.36,M1604721001,0.0,0.0,0
407,CASH_IN,228182.28,C2075738651,12552528.24,12780710.52,C2001193546,1143671.48,915489.2,0
133,CASH_OUT,11281.05,C1672065693,0.0,0.0,C1839355979,1687391.43,1698672.49,0
250,PAYMENT,10061.74,C1380620865,0.0,0.0,M545875160,0.0,0.0,0
35,CASH_OUT,123420.88,C2061190346,61302.0,0.0,C341157858,0.0,123420.88,0
260,PAYMENT,142.43,C1077498292,0.0,0.0,M1126950382,0.0,0.0,0
180,CASH_IN,385498.39,C699365789,632.0,386130.39,C318818267,2580807.73,2005755.53,0
545,CASH_IN,196570.09,C523251262,986679.44,1183249.53,C1759625307,2236856.52,2040286.43,0
281,PAYMENT,25605.59,C1697917284,0.0,0.0,M350167402,0.0,0.0,0
37,PAYMENT,5143.25,C1050177509,2571.0,0.0,M1728335425,0.0,0.0,0
261,PAYMENT,9861.92,C1393302168,103818.0,93956.08,M252213181,0.0,0.0,0
213,CASH_IN,55910.57,C91480249,1126101.46,1182012.03,C1874949385,7798360.11,7742449.54,0
353,PAYMENT,432.25,C1691539311,0.0,0.0,M2081517533,0.0,0.0,0
396,PAYMENT,3991.39,C1759453677,50573.0,46581.61,M1877898474,0.0,0.0,0
346,PAYMENT,8102.77,C1267728063,26446.0,18343.23,M2004222645,0.0,0.0,0
259,CASH_OUT,160882.13,C749514488,10965.0,0.0,C295029536,0.0,160882.13,0
239,TRANSFER,734649.38,C1286663056,0.0,0.0,C877389191,839748.76,1574398.13,0
16,CASH_OUT,319648.54,C1492484858,37690.0,0.0,C1929520204,548578.9,908812.24,0
327,CASH_OUT,212476.75,C756813831,0.0,0.0,C913097369,2248653.63,2461130.38,0
380,CASH_OUT,23639.64,C1046425051,0.0,0.0,C1829927166,1060806.08,1084445.72,0
227,CASH_IN,71960.44,C1706678977,12711060.49,12783020.93,C1745932675,3525331.74,3453371.3,0
310,CASH_OUT,269602.59,C1260676203,0.0,0.0,C1393425219,1836006.02,2105608.61,0
282,PAYMENT,1499.57,C1206128959,3279.33,1779.76,M1817111138,0.0,0.0,0
308,PAYMENT,32345.44,C889275219,10886.0,0.0,M2143667924,0.0,0.0,0
323,PAYMENT,19923.93,C505398175,85852.45,65928.51,M826610285,0.0,0.0,0
283,PAYMENT,5854.07,C1122641035,0.0,0.0,M863831486,0.0,0.0,0
686,CASH_IN,11931.17,C1311773749,6450485.74,6462416.9,C1315657911,294764.02,282832.85,0
690,PAYMENT,3115.01,C1443238977,0.0,0.0,M514357016,0.0,0.0,0
258,CASH_IN,53321.55,C1215846924,10242.0,63563.55,C2038266849,0.0,0.0,0
396,TRANSFER,294848.73,C969658729,126.0,0.0,C1744412487,0.0,294848.73,0
34,CASH_OUT,97636.58,C330400239,15031.0,0.0,C164542977,151991.27,311493.34,0
297,CASH_OUT,54668.43,C1217687346,592.0,0.0,C2097220974,175152.6,229821.03,0
398,CASH_IN,53748.6,C615975029,6733247.22,6786995.83,C1136185901,119429.82,65681.21,0
451,PAYMENT,3096.0,C1200064543,0.0,0.0,M255267174,0.0,0.0,0
239,PAYMENT,5494.15,C1500361953,339595.0,334100.85,M1717123504,0.0,0.0,0
381,CASH_OUT,124304.22,C1203178746,28644.0,0.0,C1874584812,0.0,124304.22,0
232,PAYMENT,24489.16,C1888821397,0.0,0.0,M1712413081,0.0,0.0,0
213,PAYMENT,11327.39,C1693795846,0.0,0.0,M660520425,0.0,0.0,0
43,CASH_IN,148132.39,C1268902285,3181052.26,3329184.65,C942293242,614595.32,220182.92,0
166,PAYMENT,11441.67,C901654710,60841.0,49399.33,M1135792996,0.0,0.0,0
395,CASH_OUT,136176.32,C2132319766,155596.0,19419.68,C2107354389,2141464.51,2277640.83,0
379,TRANSFER,556154.23,C1584019395,67812.0,0.0,C1211653495,33030.4,589184.63,0
276,PAYMENT,4793.6,C1254922055,0.0,0.0,M2027884464,0.0,0.0,0
275,CASH_OUT,36147.38,C1660230180,0.0,0.0,C836134053,949016.95,985164.34,0
157,CASH_OUT,19609.86,C1659066345,0.0,0.0,C109923290,298199.0,317808.86,0
260,PAYMENT,10676.65,C31901077,0.0,0.0,M1035710904,0.0,0.0,0
129,PAYMENT,10092.2,C1290116593,0.0,0.0,M1861142758,0.0,0.0,0
232,CASH_OUT,72962.77,C497339514,102648.0,29685.23,C1663179932,1728231.35,1801194.12,0
398,CASH_OUT,10085.81,C2133929539,0.0,0.0,C1871471320,29731.0,0.0,0
130,CASH_IN,133018.9,C1973904404,12862.0,145880.9,C942293242,144490.01,0.0,0
188,PAYMENT,10572.25,C1644926501,53546.8,42974.55,M619314088,0.0,0.0,0
372,TRANSFER,396820.07,C839240845,20237.0,0.0,C436133055,0.0,396820.07,0
134,PAYMENT,96.02,C1057154293,0.0,0.0,M1801071542,0.0,0.0,0
379,CASH_OUT,506913.69,C1271756675,2159.0,0.0,C1339118513,358653.46,966026.84,0
350,PAYMENT,9289.31,C1915790793,0.0,0.0,M104671212,0.0,0.0,0
307,CASH_IN,426142.43,C385426447,25893618.3,26319760.73,C1634088131,1474382.62,1048240.19,0
352,CASH_OUT,205645.86,C638087823,0.0,0.0,C251882509,1943165.52,2148811.37,0
18,PAYMENT,5921.08,C131372436,0.0,0.0,M991079399,0.0,0.0,0
307,TRANSFER,793734.12,C1271827373,0.0,0.0,C951626798,4646566.8,5265874.61,0
11,CASH_OUT,141774.83,C2042698408,0.0,0.0,C2059825689,337081.84,289983.74,0
349,CASH_OUT,137086.46,C1192646435,35018.0,0.0,C344630793,41397.02,178483.47,0
260,PAYMENT,1499.11,C970254462,203547.0,202047.89,M1565822236,0.0,0.0,0
10,CASH_OUT,365189.88,C2141044736,49251.0,0.0,C767866250,115732.72,584776.08,0
402,CASH_OUT,245254.67,C1602842571,12535.0,0.0,C568502462,825727.37,1070982.04,0
33,PAYMENT,376.88,C1629823840,75176.0,74799.12,M1591651177,0.0,0.0,0
404,PAYMENT,6209.72,C152935683,249293.98,243084.26,M896661391,0.0,0.0,0
233,CASH_IN,76252.41,C1722522489,3432948.13,3509200.54,C1420405471,2663242.76,2586990.35,0
34,PAYMENT,11233.72,C941590602,0.0,0.0,M1291303841,0.0,0.0,0
14,PAYMENT,5459.38,C975424570,251207.29,245747.91,M1130960069,0.0,0.0,0
323,CASH_OUT,182416.24,C223572694,11401.0,0.0,C1406854912,440229.47,622645.71,0
355,CASH_OUT,224989.0,C1581094787,51542.0,0.0,C518110645,1012857.09,1237846.09,0
211,CASH_OUT,9953.59,C460482274,21266.0,11312.41,C1598485470,506.0,10459.59,0
547,PAYMENT,27535.97,C1017124402,13839.0,0.0,M1959424968,0.0,0.0,0
225,CASH_OUT,94744.91,C1216418730,0.0,0.0,C1755537552,106823.56,201568.47,0
673,CASH_IN,35442.95,C464998764,1784582.62,1820025.57,C156342565,273071.71,237628.76,0
261,PAYMENT,5096.31,C430815251,3515.0,0.0,M508867114,0.0,0.0,0
335,TRANSFER,289900.73,C242729053,0.0,0.0,C1850970313,4659651.02,4949551.75,0
156,CASH_IN,71783.78,C1550691557,174948.97,246732.75,C525703784,2826168.42,2754384.64,0
260,CASH_OUT,111845.3,C1118965240,0.0,0.0,C1111709095,344159.96,456005.26,0
212,CASH_IN,116038.3,C1436477094,21103.0,137141.3,C1077938117,532935.47,416897.18,0
11,PAYMENT,4822.5,C1244026033,94537.0,89714.5,M1846098564,0.0,0.0,0
322,CASH_IN,162696.0,C868895509,3626.0,166322.0,C331175512,5861585.78,5698889.78,0
262,PAYMENT,10879.01,C1716860695,43992.57,33113.55,M1192249414,0.0,0.0,0
214,CASH_IN,32919.88,C214234561,14380.0,47299.88,C703489743,778054.73,745134.86,0
303,PAYMENT,10510.37,C1214361652,0.0,0.0,M2049894828,0.0,0.0,0
249,TRANSFER,149674.74,C1990210759,11066.0,0.0,C562220725,276198.96,425873.7,0
154,PAYMENT,1246.47,C1845642129,310352.0,309105.53,M1875414174,0.0,0.0,0
325,PAYMENT,15873.48,C1754640994,11116.0,0.0,M469430151,0.0,0.0,0
327,CASH_OUT,23656.25,C329794796,80834.0,57177.75,C1645430391,5231280.02,5254936.27,0
42,CASH_IN,11608.0,C154627958,5713651.89,5725259.88,C1819642049,925229.99,1208070.65,0
188,DEBIT,1787.61,C1543928765,9092.36,7304.76,C300166425,24263.24,26050.85,0
355,PAYMENT,13300.42,C1329572968,0.0,0.0,M2006437761,0.0,0.0,0
182,PAYMENT,5859.93,C1808673141,0.0,0.0,M1335128200,0.0,0.0,0
350,PAYMENT,10229.14,C2128202821,218671.41,208442.27,M182665763,0.0,0.0,0
160,CASH_IN,111391.53,C173532427,77390.0,188781.53,C222039038,0.0,0.0,0
400,CASH_OUT,112702.35,C201302945,21044.0,0.0,C1435769946,0.0,112702.35,0
163,CASH_IN,6925.43,C159566670,8375577.05,8382502.48,C1416314291,382491.36,375565.93,0
451,CASH_IN,29664.0,C374365340,247823.0,277487.0,C469495392,0.0,0.0,0
259,CASH_OUT,214463.82,C1086824603,26089.0,0.0,C427485715,504248.69,718712.51,0
687,PAYMENT,242.06,C150233143,1011.0,768.94,M1555024217,0.0,0.0,0
232,CASH_OUT,156479.23,C1837312862,0.0,0.0,C939299536,337813.93,494293.15,0
277,CASH_OUT,44671.93,C936909116,22705.0,0.0,C1224318825,983379.02,1028050.96,0
132,CASH_IN,69841.88,C233423114,4525510.46,4595352.34,C1459368827,420134.38,350292.5,0
299,CASH_OUT,180389.73,C1601491784,0.0,0.0,C1756674239,379537.13,559926.87,0
43,CASH_IN,288241.92,C90411359,19965.0,308206.92,C1717677948,270192.92,0.0,0
41,CASH_OUT,401967.39,C1319277152,24225.0,0.0,C1640711574,0.0,776164.43,0
590,CASH_IN,275839.44,C524420023,867.0,276706.44,C1395275978,0.0,0.0,0
39,CASH_OUT,548903.27,C534384250,0.0,0.0,C1452914366,1221108.2,1770011.48,0
381,PAYMENT,4543.96,C23433387,205251.0,200707.04,M801449455,0.0,0.0,0
43,PAYMENT,9152.06,C553828156,0.0,0.0,M547460794,0.0,0.0,0
19,CASH_OUT,128285.4,C204406733,0.0,0.0,C841126926,547104.27,468652.28,0
235,PAYMENT,26017.95,C1938153713,0.0,0.0,M1563379928,0.0,0.0,0
395,TRANSFER,497243.89,C1240500549,78656.71,0.0,C1586631045,825742.06,1322985.95,0
41,CASH_IN,338589.67,C1760406499,8052.0,346641.67,C1546848397,714334.42,375744.75,0
330,CASH_OUT,27054.42,C447132229,0.0,0.0,C192820810,1136630.74,1163685.16,0
405,CASH_IN,272495.13,C1413525097,1671161.11,1943656.24,C1921540682,6070411.58,5797916.45,0
131,TRANSFER,1127727.52,C446344395,0.0,0.0,C1209271652,11881600.97,13009328.49,0
19,CASH_OUT,115559.52,C1477622004,125343.17,9783.65,C1942303380,439768.38,555327.9,0
350,TRANSFER,43482.85,C1841208995,0.0,0.0,C1527588957,1264540.33,1308023.17,0
42,PAYMENT,25136.94,C2009944646,20933.0,0.0,M1303695238,0.0,0.0,0
402,CASH_OUT,154667.64,C540546879,0.0,0.0,C990730403,1483456.57,1638124.21,0
187,CASH_OUT,166086.26,C541572652,0.0,0.0,C966465826,715149.69,881235.95,0
306,CASH_OUT,26626.5,C556945254,136.0,0.0,C1097965121,118040.29,144666.79,0
333,CASH_OUT,221656.43,C745783631,19951.54,0.0,C1302766877,499908.55,721564.99,0
403,CASH_OUT,431959.16,C699434527,20804.0,0.0,C134445473,6582698.56,7014657.72,0
348,CASH_OUT,410845.3,C921121573,586010.0,175164.7,C953882352,1712585.04,2123430.34,0
13,CASH_IN,376555.57,C340552953,20805.0,397360.57,C497734268,3860517.89,3483962.33,0
407,CASH_IN,24561.55,C916651361,13973057.0,13997618.55,C934726917,445842.85,421281.3,0
493,PAYMENT,1957.97,C2022755791,0.0,0.0,M1025802104,0.0,0.0,0
257,CASH_OUT,201837.5,C128244470,0.0,0.0,C209890549,4420210.39,4622047.89,0
378,CASH_OUT,82809.49,C1260106681,0.0,0.0,C163629894,134503.78,217313.27,0
426,PAYMENT,22106.99,C1231082397,0.0,0.0,M1974367630,0.0,0.0,0
163,CASH_OUT,78855.65,C1731711061,0.0,0.0,C1306268875,330820.82,409676.47,0
164,CASH_IN,222333.83,C425827343,2230.0,224563.83,C74896866,0.0,0.0,0
164,CASH_IN,130337.42,C236226834,9.0,130346.42,C1511269588,157882.34,27544.92,0
155,CASH_OUT,168896.3,C2100588138,185954.0,17057.7,C262186011,0.0,168896.3,0
249,CASH_IN,37712.34,C790461944,1562292.18,1600004.52,C1363551538,228333.22,190620.88,0
595,CASH_OUT,128495.23,C556118888,0.0,0.0,C1809757350,4777507.76,4906002.99,0
637,PAYMENT,23252.72,C1806405712,66716.3,43463.59,M1435046971,0.0,0.0,0
302,PAYMENT,22098.61,C2084290189,0.0,0.0,M1113866473,0.0,0.0,0
154,TRANSFER,2385617.61,C685070281,12600.0,0.0,C1432492263,5265601.49,7651219.1,0
262,PAYMENT,12385.02,C228198604,159933.69,147548.67,M12293669,0.0,0.0,0
281,PAYMENT,19462.38,C1585867117,105493.4,86031.02,M1750109093,0.0,0.0,0
129,TRANSFER,688535.3,C45112800,3972216.54,3283681.24,C1366587138,0.0,688535.3,0
374,CASH_OUT,101221.48,C867984942,0.0,0.0,C575611536,1086155.87,1187377.35,0
38,CASH_OUT,1639.15,C622150025,80670.3,79031.15,C654803696,13795.08,15434.23,0
235,CASH_IN,95715.28,C2082478303,4177097.31,4272812.59,C405775439,1553875.33,1458160.05,0
254,PAYMENT,3295.1,C1682653597,0.0,0.0,M1740102100,0.0,0.0,0
209,PAYMENT,44618.69,C134968898,0.0,0.0,M810788885,0.0,0.0,0
304,PAYMENT,6257.69,C1305843687,24226.0,17968.31,M668034683,0.0,0.0,0
258,PAYMENT,1831.71,C1689168075,6884.0,5052.29,M1335381919,0.0,0.0,0
380,CASH_OUT,187329.33,C314767734,226.0,0.0,C823524092,2648399.41,2901760.45,0
203,PAYMENT,7606.37,C324777907,823056.0,815449.63,M739308147,0.0,0.0,0
206,CASH_OUT,163103.26,C841523634,29809.0,0.0,C1118194580,260337.84,423441.1,0
332,CASH_IN,254712.47,C1742251250,693443.17,948155.64,C583606488,1097722.54,843010.07,0
228,CASH_IN,241803.43,C523170396,40206.0,282009.43,C1270484404,1358217.82,1116414.39,0
278,CASH_OUT,669654.74,C1953460442,0.0,0.0,C269281692,9041487.66,9711142.4,0
328,CASH_OUT,451047.74,C1246284934,26694.0,0.0,C1758409967,3007876.41,3458924.15,0
139,CASH_OUT,74761.18,C81980996,0.0,0.0,C1548833119,3565992.82,3640754.0,0
345,CASH_IN,258232.21,C1724705646,796868.64,1055100.85,C66727355,547510.04,289277.83,0
377,PAYMENT,4113.0,C298096491,421741.3,417628.3,M300450694,0.0,0.0,0
212,CASH_OUT,156902.89,C1315546771,247.0,0.0,C1461428624,10429131.89,10586034.77,0
207,CASH_OUT,173242.17,C575470923,319.0,0.0,C518768188,3986.49,177228.66,0
181,CASH_IN,698.19,C699775430,549.0,1247.19,C951405831,31285.15,30586.96,0
227,PAYMENT,20581.03,C135063078,218.0,0.0,M979193211,0.0,0.0,0
323,CASH_OUT,430088.05,C2009923537,0.0,0.0,C1946302106,4883163.42,5313251.47,0
260,CASH_OUT,136862.45,C2059241771,70850.0,0.0,C620825320,0.0,136862.45,0
233,CASH_OUT,8076.08,C883074029,774865.03,766788.94,C1995593617,1529551.61,1537627.69,0
380,CASH_IN,41959.92,C242915539,254.0,42213.92,C1190730985,0.0,0.0,0
41,CASH_OUT,43026.7,C170526966,0.0,0.0,C151669236,48025.07,91051.77,0
43,CASH_IN,45321.03,C1462941076,2524514.3,2569835.33,C1723489313,1058798.03,1013477.0,0
134,PAYMENT,29204.75,C1741237554,139710.84,110506.09,M592014478,0.0,0.0,0
